NDB_No,Descrip,Energy_kcal,Protein_g,Saturated_fats_g,Fat_g,Carb_g,Sugar_g,Calcium_mg,Iron_mg,Magnesium_mg,Phosphorus_mg,Potassium_mg,Sodium_mg,Zinc_mg,Diabetic_Friendly,bp,obesity
43216,sweeteners tabletop fructose dry pdr,368.0,0.0,0.0,0.0,100.0,92.7,0.0,0.1,0,0.0,0.0,12.0,0.0,0,1,0
43217,tomato sau cnd no salt added,24.0,1.2,0.041,0.3,5.31,3.56,14.0,0.96,15,27.0,297.0,11.0,0.22,1,1,1
43218,cereals rte alpen,352.0,11.2,0.496,3.3,75.7,20.0,147.0,3.0,94,371.0,418.0,27.0,3.0,0,1,0
43241,cereals rte familia,388.0,9.5,0.711,6.3,73.8,23.2,173.0,2.78,317,337.0,494.0,8.0,1.92,0,1,0
43245,cereals rte wheatbran presweetened wnutsfruits,385.0,7.1,0.8,5.6,76.2,23.6,43.0,9.82,120,294.0,382.0,245.0,2.73,0,1,0
43260,beverage inst brkfst pdr choc sugar-free not recon,358.0,35.8,2.162,5.1,41.0,39.0,500.0,2.3,410,500.0,1705.0,717.0,15.4,0,0,0
43261,yogurt fruit var non-fat,95.0,4.4,0.119,0.2,19.0,19.0,152.0,0.07,15,119.0,194.0,58.0,0.74,0,1,0
43268,whipped crm sub dietetic made from pdr mix,100.0,0.9,3.186,6.0,10.6,10.6,3.0,0.01,1,30.0,26.0,106.0,0.01,0,0,0
43269,frozen novelties ice crm type sundae prepackaged,185.0,4.3,3.09,6.0,29.4,20.74,120.0,0.25,19,131.0,211.0,95.0,0.54,0,1,0
43273,cheese cottage wveg,95.0,10.9,2.646,4.2,3.0,0.37,56.0,0.1,4,128.0,86.0,403.0,0.29,1,0,1
43274,cheese cream low fat,201.0,7.85,9.098,15.28,8.13,5.82,148.0,0.17,8,152.0,247.0,359.0,0.57,0,0,0
43275,cheese past process american lofat,180.0,24.6,4.41,7.0,3.5,0.59,684.0,0.43,24,827.0,180.0,1789.0,3.32,1,0,1
43276,cheese sprd crm chs base,295.0,7.1,18.02,28.6,3.5,3.5,71.0,1.13,6,91.0,112.0,436.0,0.51,1,0,0
43278,cheese american cheddar imitn,239.0,16.7,8.79,14.0,11.6,7.74,562.0,0.33,29,712.0,242.0,1345.0,2.59,0,0,0
43282,quail cooked total edible,227.0,25.1,3.955,14.1,0.0,0.0,15.0,4.43,22,279.0,216.0,52.0,3.1,1,1,0
43283,pheasant ckd total edible,239.0,32.4,3.908,12.1,0.0,0.0,16.0,1.43,22,242.0,271.0,43.0,1.37,1,1,0
43285,eggs scrmbld frz mixture,131.0,13.1,1.052,5.6,7.5,7.5,17.0,0.23,10,30.0,147.0,162.0,0.14,0,1,0
43287,dove ckd (incl squab),213.0,23.9,3.739,13.0,0.0,0.0,17.0,5.91,26,332.0,256.0,57.0,3.83,1,1,0
43297,pork oriental style dehyd,615.0,11.8,23.056,62.4,1.4,0.0,10.0,0.5,11,128.0,139.0,685.0,1.15,0,0,0
43299,soybean curd cheese,151.0,12.5,1.172,8.1,6.9,1.6,188.0,5.6,228,222.0,199.0,20.0,1.72,1,1,1
43311,potatoes cnd drnd sol no salt,62.0,1.4,0.051,0.2,13.6,0.59,5.0,1.26,14,28.0,229.0,5.0,0.28,1,1,1
43312,vegetables mxd (corn lima bns peas grn bns crrt) cnd no salt,37.0,1.4,0.039,0.2,7.31,2.41,21.0,0.65,15,37.0,138.0,26.0,0.51,1,1,1
43325,pork cured ham bnless lo na ex ln  reg rstd,165.0,22.0,2.624,7.7,0.5,0.0,8.0,1.4,19,248.0,362.0,969.0,2.63,1,0,1
43326,pork cured ham lo na ln  fat ckd,172.0,22.3,2.781,8.3,0.3,0.0,8.0,1.37,21,265.0,386.0,969.0,2.55,1,0,1
43327,pork cured ham bnless lo na ex ln (approximatly 5 fat) rstd,145.0,20.9,1.801,5.5,1.5,0.0,8.0,1.48,14,196.0,287.0,969.0,2.88,1,0,1
43329,salad drsng mayo  mayonnaise-type lo cal,263.0,0.9,2.962,19.0,23.9,4.34,14.0,0.26,2,30.0,24.0,837.0,0.18,1,0,0
43331,salad drsng bacontomato,326.0,1.8,5.435,35.0,2.0,2.0,4.0,0.27,6,25.0,108.0,905.0,0.2,1,0,0
43340,cheese parmesan lo na,451.0,41.6,19.051,29.99,3.7,0.85,800.0,0.95,51,807.0,107.0,63.0,3.19,1,0,0
43344,jams preserves marmalade red sugar,151.0,0.0,0.005,0.1,37.6,29.41,0.0,0.0,4,7.0,59.0,0.0,0.05,0,1,0
43345,bever fruit-flav drk pdr w hi vit c w other add vit lo cal,227.0,0.25,0.01,0.16,91.0,0.0,800.0,0.08,245,493.0,2518.0,14.0,0.01,0,1,0
43346,frozen novelties juc type orange,95.0,0.5,0.0,0.0,23.17,19.99,9.0,0.47,8,13.0,100.0,8.0,0.02,0,1,0
43352,cheese cottage lowfat 1 milkfat no na,72.0,12.4,0.632,1.0,2.7,2.7,61.0,0.14,5,134.0,86.0,13.0,0.38,1,1,1
43355,mayonnaise lo na lo cal or diet,231.0,0.3,3.3,19.2,16.0,4.2,0.0,0.0,0,0.0,10.0,110.0,0.11,1,0,0
43364,snacks tortilla chips unsalted white corn,503.0,7.79,2.458,23.36,65.32,1.0,174.0,2.32,146,200.0,215.0,15.0,2.46,0,1,0
43365,tomatoveg juc lo na,22.0,0.6,0.014,0.1,4.59,3.28,11.0,0.42,11,17.0,193.0,58.0,0.2,1,1,1
43366,turkey wing smoked ckd wskn bone removed,221.0,27.4,3.383,12.41,0.0,0.0,24.0,1.46,25,197.0,266.0,996.0,2.1,1,0,0
43367,turkey drumstk smoked ckd wskn bone removed,208.0,27.9,3.054,9.8,0.0,0.0,32.0,2.3,23,199.0,280.0,996.0,4.27,1,0,0
43369,beverages chocolate-flavored drk whey  milk bsd,49.0,0.64,0.31,0.4,10.68,8.68,100.0,0.33,11,24.0,79.0,91.0,0.16,0,1,0
43373,babyfood dinner chicknoodle wveg todd,66.0,3.8,0.461,1.7,8.89,0.82,11.0,0.4,10,42.0,95.0,194.0,0.41,1,1,1
43378,pork cured bacon ckd brld pan-fried or rstd red na,541.0,37.04,13.739,41.78,1.43,0.0,11.0,1.44,33,533.0,565.0,1030.0,3.5,1,0,0
43379,cheese past process swiss lofat,165.0,25.5,3.303,5.1,4.3,1.35,684.0,0.43,24,827.0,180.0,1430.0,3.32,1,0,1
43382,cranberry juc unswtnd,46.0,0.39,0.01,0.13,12.2,12.1,8.0,0.25,6,13.0,77.0,2.0,0.1,0,1,0
43384,beef bologna red na,310.0,11.7,11.676,28.4,2.0,0.0,12.0,1.4,10,82.0,155.0,682.0,2.0,1,0,0
43387,turnip grns cnd no salt,19.0,1.36,0.07,0.3,2.81,0.42,118.0,1.51,20,21.0,141.0,29.0,0.23,1,1,1
43390,turkey lt or dk meat smoked ckd wskn bone removed,208.0,28.1,2.831,9.7,0.0,0.0,26.0,1.79,25,203.0,280.0,996.0,2.96,1,0,0
43391,turkey lt or dk meat smoked ckd skn  bone removed,170.0,29.3,1.65,5.0,0.0,0.0,25.0,1.78,26,213.0,298.0,996.0,3.1,1,0,1
43392,hearts of palm raw,115.0,2.7,0.046,0.2,25.61,17.16,18.0,1.69,10,140.0,1806.0,14.0,3.73,0,1,0
43393,cereals rte post shredded wheat n' bran spoon-size,339.0,10.93,0.43,2.06,80.65,0.75,44.0,3.87,174,418.0,391.0,0.0,3.13,0,1,0
43396,cheese cottage lowfat 1 milkfat wveg,67.0,10.9,0.619,1.0,3.0,3.0,56.0,0.1,4,128.0,86.0,403.0,0.29,1,0,1
43398,cheese past process cheddar or american lo na,376.0,22.2,19.651,31.19,1.6,0.45,616.0,0.39,22,745.0,162.0,7.0,2.99,1,0,0
43401,beverages coffee inst w whtnr red cal,509.0,1.96,25.128,29.1,59.94,59.0,18.0,0.06,2,135.0,909.0,0.0,0.02,0,1,0
43404,beverages cranberry-apple juc drk lo cal w vit c added,19.0,0.1,0.0,0.0,4.7,4.6,10.0,0.06,3,1.0,45.0,5.0,0.02,1,1,1
43405,cheese swiss low sodium,374.0,28.4,17.744,27.4,3.4,1.31,961.0,0.17,36,605.0,111.0,14.0,3.9,1,0,0
43406,yeast extract spread,185.0,23.88,0.0,0.9,20.42,1.6,67.0,4.04,180,104.0,2100.0,3380.0,4.19,1,0,1
43408,babyfood juice pear,47.0,0.0,0.0,0.0,11.86,7.28,12.0,0.0,8,12.0,130.0,8.0,0.08,0,1,0
43410,chicken meatless breaded fried,234.0,21.28,1.13,12.77,8.51,0.0,42.0,3.83,12,245.0,300.0,400.0,0.65,1,0,0
43417,babyfood meat bf w veg todd,68.0,3.5,0.847,2.1,8.72,1.18,11.0,0.5,11,37.0,168.0,26.0,0.87,1,1,1
43432,babyfood dinner macaroni bftomato sau todd,81.0,4.34,0.705,1.9,11.53,0.37,12.0,0.8,15,49.0,148.0,35.0,0.48,1,1,1
43441,rolls pumpernickel,276.0,10.8,0.495,2.8,51.87,0.4,67.0,2.78,54,171.0,208.0,492.0,1.48,0,0,0
43447,snacks corn-based extruded chips unsalted,557.0,6.6,4.344,33.4,57.4,1.41,124.0,1.7,70,184.0,185.0,15.0,0.85,0,0,0
43449,beans bkd cnd no salt added,105.0,4.8,0.103,0.4,20.49,7.78,50.0,0.29,32,104.0,296.0,1.0,1.4,0,1,0
43450,frozen novelties juc type juc w crm,115.0,1.41,0.705,1.41,24.11,20.61,141.0,0.28,9,41.0,120.0,42.0,0.27,0,1,0
43476,tofu yogurt,94.0,3.5,0.259,1.8,15.96,1.24,118.0,1.06,40,38.0,47.0,35.0,0.31,1,1,1
43479,alcoholic bev rice (sake),134.0,0.5,0.0,0.0,5.0,0.0,5.0,0.1,6,6.0,25.0,2.0,0.02,1,1,1
43483,millet puffed,354.0,13.0,0.67,3.4,80.0,0.55,8.0,2.81,106,266.0,40.0,5.0,1.58,0,1,0
43495,cereals rte oat bran flakes health valley,380.0,10.0,1.0,3.0,78.0,22.0,80.0,2.88,143,343.0,340.0,380.0,2.2,0,0,0
43497,jellyfish dried salted,36.0,5.5,0.273,1.4,0.0,0.0,2.0,2.27,2,20.0,3.0,9690.0,0.42,1,0,1
43506,ice crm bar choc or caramel covered wnuts,323.0,4.4,12.658,20.2,30.9,30.0,252.0,0.72,29,114.0,238.0,92.0,0.63,0,1,0
43507,frankfurter lo na,312.0,12.0,12.038,28.51,1.8,0.0,20.0,1.43,3,87.0,166.0,311.0,2.17,1,0,0
43514,frozen novelties ice type pop w lo cal swtnr,24.0,0.0,0.0,0.0,5.92,1.52,0.0,0.67,1,0.0,11.0,10.0,0.47,1,1,1
43523,babyfood mxd fruit yogurt str,75.0,0.8,0.517,0.8,16.23,11.74,28.0,0.2,4,22.0,62.0,16.0,0.11,0,1,0
43528,beverages abbott ensure plus rtd,141.0,5.16,0.574,4.52,19.88,8.33,79.0,1.79,40,79.0,175.0,95.0,1.51,0,1,0
43529,babyfood riceappls dry,396.0,6.7,0.503,2.4,86.89,3.22,850.0,37.0,15,423.0,410.0,16.0,1.4,0,1,0
43535,babyfood juc appl - cherry,47.0,0.2,0.02,0.1,11.2,10.5,7.0,0.35,3,12.0,110.0,4.0,0.03,0,1,0
43536,babyfood dssrt peach yogurt,76.0,0.9,0.117,0.18,17.6,11.11,27.0,0.4,13,27.0,102.0,14.0,0.18,0,1,0
43537,babyfood dssrt blueberry yogurt str,77.0,0.5,0.452,0.7,17.05,13.62,25.0,0.2,13,109.0,62.0,14.0,0.14,0,1,0
43539,babyfood dssrt banana yogurt str,78.0,1.1,0.37,0.52,17.35,12.2,30.0,0.14,10,28.0,100.0,14.0,0.26,0,1,0
43541,ice creams choc rich,251.0,4.72,10.377,16.98,19.78,17.35,142.0,1.02,32,115.0,238.0,57.0,0.64,0,1,0
43543,milk imitation non-soy,46.0,1.6,0.254,2.0,5.3,5.3,82.0,0.1,1,100.0,150.0,55.0,0.1,0,1,0
43544,babyfood crl rice w pears  appl dry inst fort,389.0,6.6,0.185,0.9,88.5,1.35,38.0,9.0,37,253.0,414.0,2.0,3.3,0,1,0
43546,babyfood banana no tapioca str,91.0,1.0,0.072,0.2,21.34,11.36,4.0,0.3,26,20.0,290.0,2.0,0.05,0,1,0
43550,babyfood banana appl dssrt str,68.0,0.3,0.058,0.2,16.3,14.66,3.0,0.1,8,9.0,71.0,7.0,0.05,0,1,0
43566,snacks tortilla chips lt (baked w less oil),465.0,8.7,2.837,15.2,73.4,0.53,159.0,1.63,97,318.0,272.0,564.0,1.15,0,0,0
43570,cereals rte post honey bunches of oats honey rstd,401.0,7.12,0.64,5.46,81.19,19.79,23.0,34.82,50,156.0,209.0,454.0,5.03,0,0,0
43572,popcorn microwave lofatna,429.0,12.6,1.415,9.5,73.39,0.54,11.0,2.28,151,264.0,241.0,490.0,3.83,0,0,0
43585,babyfood fruit supreme dssrt,73.0,0.5,0.03,0.2,17.18,14.87,6.0,0.17,7,9.0,129.0,1.0,0.08,0,1,0
43589,cheese swiss low fat,179.0,28.4,3.304,5.1,3.4,1.33,961.0,0.17,36,605.0,111.0,199.0,3.9,1,0,1
43595,breakfast bar corn flake crust wfruit,377.0,4.4,1.5,7.5,72.9,35.1,41.0,4.86,27,103.0,197.0,297.0,4.1,0,1,0
43597,cheese mozzarella lo na,280.0,27.5,10.867,17.1,3.1,1.23,731.0,0.25,26,524.0,95.0,16.0,3.13,1,0,0
43598,mayonnaise drsng no chol,688.0,0.0,10.784,77.8,0.3,0.3,7.0,0.23,1,25.0,14.0,486.0,0.13,1,0,0
44005,oil corn peanut and olive,884.0,0.0,14.367,100.0,0.0,0.0,0.0,0.13,0,0.0,0.0,0.0,0.02,1,0,0
44018,sweeteners tabletop fructose liq,279.0,0.0,0.0,0.0,76.1,76.0,1.0,0.11,0,0.0,0.0,2.0,0.09,0,1,0
44048,cheese food imitation,257.0,4.08,7.996,19.5,16.18,8.21,649.0,0.68,10,596.0,126.0,1297.0,0.21,0,0,0
44055,celery flakes dried,319.0,11.3,0.555,2.1,63.7,35.9,587.0,7.83,196,402.0,4388.0,1435.0,2.77,0,0,0
44061,puddings choc flavor lo cal inst dry mix,356.0,5.3,0.984,2.4,78.2,0.7,126.0,3.11,89,1660.0,1279.0,2838.0,0.41,0,0,0
44074,babyfood grape juc no sugar cnd,62.0,0.0,0.0,0.0,15.38,15.3,12.0,0.3,10,11.0,90.0,10.0,0.05,0,1,0
44110,jellies red sugar home preserved,179.0,0.3,0.009,0.03,46.1,45.3,5.0,0.18,6,6.0,71.0,2.0,0.03,0,1,0
44158,pie fillings blueberry cnd,181.0,0.41,0.0,0.2,44.38,37.75,27.0,0.8,10,12.0,115.0,12.0,0.1,0,1,0
44203,beverages cocktail mix non-alcoholic concd frz,287.0,0.08,0.003,0.01,71.6,24.53,2.0,0.04,1,2.0,23.0,0.0,0.02,0,1,0
44258,puddings choc flavor lo cal reg dry mix,365.0,10.08,1.578,3.0,74.42,0.7,50.0,3.87,110,174.0,570.0,3326.0,1.49,0,0,0
44259,puddings all flavors xcpt choc lo cal reg dry mix,351.0,1.6,0.018,0.1,86.04,2.9,49.0,0.05,17,12.0,18.0,1765.0,0.19,0,0,0
44260,puddings all flavors xcpt choc lo cal inst dry mix,350.0,0.81,0.099,0.9,84.66,0.9,143.0,0.38,5,2368.0,30.0,3750.0,0.1,0,0,0
48052,vital wheat gluten,370.0,75.16,0.272,1.85,13.79,0.0,142.0,5.2,25,260.0,100.0,29.0,0.85,1,1,0
80200,frog legs raw,73.0,16.4,0.076,0.3,0.0,0.0,18.0,1.5,20,147.0,285.0,58.0,1.0,1,1,1
83110,mackerel salted,305.0,18.5,7.148,25.1,0.0,0.0,66.0,1.4,60,254.0,520.0,4450.0,1.1,1,0,0
90240,scallop (baysea) ckd stmd,111.0,20.54,0.218,0.84,5.41,0.0,10.0,0.58,37,426.0,314.0,667.0,1.55,1,0,1
90480,syrup cane,269.0,0.0,0.0,0.0,73.14,73.2,13.0,3.6,10,8.0,63.0,58.0,0.19,0,1,0
90560,snail raw,90.0,16.1,0.361,1.4,2.0,0.0,10.0,3.5,250,272.0,382.0,70.0,1.0,1,1,1
93600,turtle green raw,89.0,19.8,0.127,0.5,0.0,0.0,118.0,1.4,20,180.0,230.0,68.0,1.0,1,1,1
A001,amaranth seed  black ,356.11,14.59,1.28,5.74,59.98,0.88,181.0,9.33,325,374.0,433.0,2.7,2.66,0,1,0
A002,amaranth seed  pale brown ,355.871,13.27,1.14,5.56,61.46,0.8,162.0,8.02,270,412.0,413.0,2.81,2.52,0,1,0
A003,bajra,347.984,10.96,0.875,5.43,61.78,0.81,27.35,6.42,124,289.0,365.0,4.11,2.76,0,1,0
A004,barley,315.719,10.94,0.232,1.3,61.29,0.06,28.64,1.56,48.97,178.0,268.0,7.56,1.5,0,1,0
A005,jowar,334.122,9.97,0.163,1.73,67.68,1.27,27.6,3.95,133,274.0,328.0,5.42,1.96,0,1,0
A006,maize  dry ,334.122,8.8,0.413,3.77,64.77,1.66,8.91,2.49,145,279.0,291.0,4.44,2.27,0,1,0
A007,maize  tender  local ,119.978,3.57,0.109,1.4,22.69,1.47,6.35,0.71,47.62,163.0,167.0,2.24,0.97,1,1,1
A008,maize  tender  sweet ,96.795,4.16,0.123,1.35,16.42,4.67,6.37,0.54,36.51,121.0,297.0,2.23,0.77,1,1,1
A009,quinoa,328.386,13.11,0.57,5.5,53.65,1.41,198.0,7.51,119,212.0,474.0,4.5,3.31,0,1,0
A010,ragi,320.738,7.16,0.317,1.92,66.82,0.34,364.0,4.62,146,210.0,443.0,4.75,2.53,0,1,0
A011,rice flakes,353.72,7.44,0.284,1.14,76.75,0.34,9.19,4.46,77.92,195.0,148.0,2.58,1.49,0,1,0
A012,rice puffed,361.846,7.47,0.04684,1.62,77.68,0.64,15.09,4.55,64.59,152.0,140.0,3.69,1.45,0,1,0
A013,rice  raw  brown ,353.72,9.16,0.346,1.24,74.8,0.69,10.93,1.02,93.91,267.0,199.0,3.64,1.68,0,1,0
A014,rice  parboiled  milled ,351.569,7.81,0.15,0.55,77.16,0.67,8.11,0.72,26.72,140.0,142.0,3.16,1.08,0,1,0
A015,rice  raw  milled ,356.349,7.94,0.184,0.52,78.24,0.69,7.49,0.65,19.3,96.0,108.0,2.34,1.21,0,1,0
A016,samai,346.311,10.13,0.589,3.89,65.55,0.37,16.06,1.26,91.41,130.0,105.0,4.77,1.82,0,1,0
A017,varagu,331.732,8.92,0.246,2.55,66.19,1.29,15.27,2.34,122,101.0,94.0,3.35,1.65,0,1,0
A018,wheat flour  refined ,351.808,10.36,0.09855,0.76,74.27,1.79,20.4,1.77,30.69,110.0,148.0,1.54,0.88,0,1,0
A019,wheat flour  atta ,351.808,10.57,0.206,1.53,64.17,1.8,30.94,4.1,125,315.0,311.0,2.04,2.85,0,1,0
A020,wheat  whole ,351.808,10.59,0.191,1.47,64.72,1.77,39.36,3.97,125,315.0,366.0,2.5,2.85,0,1,0
A021,wheat  bulgur ,351.808,10.84,0.196,1.45,69.06,1.2,27.09,3.86,116,245.0,330.0,2.09,1.97,0,1,0
A022,wheat  semolina ,351.808,11.38,0.08887,0.74,68.43,1.65,29.38,2.98,37.89,119.0,284.0,2.31,2.13,0,1,0
A023,wheat  vermicelli ,351.808,9.7,0.06459,0.45,70.39,1.68,19.42,2.02,34.18,99.0,163.0,2.71,0.83,0,1,0
A024,wheat  vermicelli  roasted ,351.808,10.37,0.04995,0.49,71.42,2.14,22.63,2.09,39.03,107.0,177.0,3.43,0.88,0,1,0
B001,bengal gram  dal ,329.103,21.55,0.469,5.31,46.72,1.03,46.32,6.08,118,325.0,957.0,20.83,3.65,0,1,0
B002,bengal gram  whole ,287.039,18.77,0.453,5.11,39.56,0.99,150.0,6.78,160,267.0,935.0,26.56,3.37,0,1,0
B003,black gram  dal ,324.084,23.06,0.276,1.69,51.0,0.84,55.67,4.67,173,375.0,1157.0,18.88,3.0,0,1,0
B004,black gram  whole ,291.341,21.97,0.258,1.58,43.99,0.45,86.18,5.97,190,345.0,1093.0,26.8,3.05,0,1,0
B005,cowpea  brown ,320.26,20.36,0.283,1.15,54.62,1.6,81.73,5.9,213,372.0,1241.0,13.68,3.41,0,1,0
B006,cowpea  white ,320.26,21.25,0.285,1.14,53.77,1.18,84.1,5.04,213,378.0,1243.0,12.52,3.57,0,1,0
B007,field bean  black ,276.045,19.93,0.188,0.92,43.46,1.15,78.16,4.5,197,457.0,1272.0,1.35,2.42,0,1,0
B008,field bean  brown ,282.976,19.9,0.198,0.98,45.24,1.17,75.2,4.99,173,429.0,1245.0,1.41,2.44,0,1,0
B009,field bean  white ,280.347,19.84,0.186,0.94,44.53,1.07,77.24,5.5,190,448.0,1360.0,1.7,2.8,0,1,0
B010,green gram  dal ,325.757,23.88,0.247,1.35,52.59,0.95,43.13,3.93,155,416.0,1268.0,10.14,2.49,0,1,0
B011,green gram  whole ,293.731,22.53,0.274,1.14,46.13,0.54,92.43,4.89,198,353.0,1177.0,12.48,2.67,0,1,0
B012,horse gram  whole ,329.581,21.73,0.135,0.62,57.24,0.35,269.0,8.76,152,298.0,1065.0,12.14,2.71,0,1,0
B013,lentil dal,322.411,24.35,0.09102,0.75,52.53,1.95,44.32,7.06,74.69,310.0,786.0,10.27,3.61,0,1,0
B014,lentil whole  brown ,298.989,22.49,0.08122,0.64,48.47,1.63,76.13,7.57,101,274.0,756.0,11.2,3.6,0,1,0
B015,lentil whole  yellowish ,297.794,22.87,0.07617,0.61,47.91,1.5,76.66,7.91,86.38,261.0,764.0,10.87,3.31,0,1,0
B016,moth bean,308.549,19.75,0.434,1.76,52.09,1.36,154.0,7.9,205,362.0,1356.0,26.34,1.92,0,1,0
B017,peas  dry ,303.291,20.43,0.242,1.89,48.93,2.03,75.11,5.09,123,334.0,922.0,23.4,3.1,0,1,0
B018,rajmah  black ,298.033,19.01,0.238,1.62,49.59,2.02,134.0,6.17,160,386.0,1362.0,9.4,3.08,0,1,0
B019,rajmah  brown ,297.555,19.5,0.242,1.68,48.83,2.27,134.0,6.3,164,396.0,1366.0,10.47,2.6,0,1,0
B020,rajmah  red ,299.228,19.91,0.256,1.77,48.61,1.52,126.0,6.13,173,409.0,1324.0,10.45,2.69,0,1,0
B021,red gram  dal ,330.776,21.7,0.257,1.56,55.23,2.08,71.73,3.9,119,328.0,1395.0,18.01,2.63,0,1,0
B022,red gram  whole ,273.894,20.47,0.277,1.38,42.48,1.3,139.0,5.37,155,312.0,1303.0,19.03,2.99,0,1,0
B023,ricebean,302.335,19.97,0.172,0.74,51.26,1.33,200.0,4.76,201,270.0,1196.0,10.62,2.29,0,1,0
B024,soya bean  brown ,381.444,35.58,3.092,19.82,12.79,2.51,239.0,8.29,259,483.0,1613.0,2.07,4.01,1,1,0
B025,soya bean  white ,377.381,37.8,3.002,19.42,10.16,2.2,195.0,8.22,189,494.0,1634.0,2.83,3.47,1,1,0
C001,agathi leaves,70.505,8.01,0.49,1.35,5.21,0.23,901.0,4.36,96.64,52.52,674.0,18.12,0.53,1,1,1
C002,amaranth leaves  green ,30.592,3.29,0.194,0.65,2.28,0.32,330.0,4.64,194,73.22,572.0,16.08,0.86,1,1,1
C003,amaranth leaves  red ,33.46,3.93,0.21,0.63,2.37,0.28,245.0,7.25,177,75.98,564.0,14.58,1.37,1,1,1
C004,amaranth leaves  red and green mix ,31.548,3.09,0.197,0.53,2.87,0.15,269.0,5.28,146,68.23,597.0,17.55,1.03,1,1,1
C005,amaranth spinosus  leaves  green ,26.29,3.54,0.08513,0.36,1.61,0.14,359.0,6.37,202,72.46,569.0,15.66,1.57,1,1,1
C006,amaranth spinosus  leaves  red and green mix ,23.661,2.8,0.08596,0.34,1.45,0.13,372.0,4.58,187,85.02,588.0,16.27,1.11,1,1,1
C007,basella leaves,19.598,1.57,0.101,0.45,2.01,0.02,93.89,4.2,153,37.26,337.0,18.74,0.39,1,1,1
C008,bathua leaves,27.724,2.5,0.12,0.44,2.56,0.52,211.0,2.66,48.41,37.55,438.0,10.75,0.98,1,1,1
C009,beet greens,34.655,2.38,0.188,0.75,3.86,0.13,151.0,5.8,120,36.02,530.0,111.0,0.16,1,1,1
C010,betel leaves  big ,48.278,2.51,0.25,0.75,7.37,0.37,207.0,3.0,107,51.73,649.0,16.8,0.47,1,1,1
C011,betel leaves  small ,43.737,2.62,0.238,0.75,6.16,0.4,196.0,2.87,89.94,55.72,678.0,14.04,0.39,1,1,1
C012,brussels sprouts,44.215,4.26,0.226,0.5,5.09,0.17,53.99,1.54,32.99,98.56,639.0,18.51,0.57,1,1,1
C013,cabbage  chinese ,17.925,1.58,0.03301,0.13,2.36,0.42,58.46,0.39,11.51,33.05,258.0,20.28,0.19,1,1,1
C014,cabbage  collard greens ,30.114,3.63,0.06187,0.27,2.79,0.76,170.0,2.67,45.9,54.67,292.0,22.98,0.35,1,1,1
C015,cabbage  green ,21.51,1.36,0.04654,0.12,3.25,1.0,51.76,0.35,17.99,30.15,233.0,14.98,0.16,1,1,1
C016,cabbage  violet ,23.183,1.39,0.05842,0.21,3.54,0.8,48.0,0.24,26.87,22.14,201.0,24.0,0.13,1,1,1
C017,cauliflower leaves,35.372,3.9,0.115,0.42,3.39,0.61,96.7,2.42,41.5,62.82,374.0,24.31,0.31,1,1,1
C018,colocasia leaves  green ,43.498,3.42,0.426,1.38,3.69,0.63,216.0,3.41,59.44,57.88,404.0,12.08,0.82,1,1,1
C019,drumstick leaves,67.398,6.41,0.56,1.64,5.62,0.02,314.0,4.56,97.09,109.0,397.0,9.34,0.72,1,1,1
C020,fenugreek leaves,34.416,3.68,0.199,0.83,2.17,0.88,274.0,5.69,63.67,53.05,226.0,47.01,0.54,1,1,1
C021,garden cress,49.712,5.62,0.02868,0.8,4.48,0.92,217.0,6.19,79.24,45.55,379.0,25.35,1.52,1,1,1
C022,gogu leaves  green ,36.328,1.86,0.245,1.09,4.06,0.01,145.0,7.65,83.09,41.99,260.0,12.34,0.65,1,1,1
C023,gogu leaves  red ,36.567,1.85,0.243,1.07,4.24,0.01,129.0,9.56,75.75,36.38,161.0,14.08,0.63,1,1,1
C024,knol-khol  leaves ,42.542,3.12,0.107,0.35,6.16,0.1,368.0,2.51,66,55.02,309.0,26.8,0.42,1,1,1
C025,lettuce,21.749,1.54,0.116,0.27,3.01,0.22,56.71,2.73,43.22,44.1,279.0,17.53,0.51,1,1,1
C026,mustard leaves,30.353,3.52,0.142,0.51,2.41,0.04,191.0,2.84,51.63,71.62,403.0,19.14,0.68,1,1,1
C027,pak choi leaves,16.013,1.41,0.03898,0.25,1.78,0.52,150.0,3.78,45.28,25.95,250.0,33.73,0.16,1,1,1
C028,parsley,72.895,5.55,0.345,1.14,9.43,0.69,288.0,5.51,49.18,78.56,466.0,53.08,1.29,1,1,1
C029,ponnaganni,50.907,5.29,0.204,0.71,5.17,0.44,388.0,3.88,80.39,58.26,457.0,39.36,0.99,1,1,1
C030,pumpkin leaves  tender ,44.215,4.21,0.267,0.74,4.75,0.1,271.0,5.58,84.21,64.54,423.0,12.2,0.9,1,1,1
C031,radish leaves,26.051,2.22,0.147,0.51,2.77,0.29,234.0,3.82,57.96,50.08,304.0,17.39,0.49,1,1,1
C032,rumex leaves,19.598,1.62,0.06092,0.33,2.33,0.45,131.0,3.67,48.33,32.4,336.0,19.95,0.46,1,1,1
C033,spinach,24.378,2.14,0.183,0.64,2.05,0.24,82.29,2.95,86.97,32.59,625.0,42.55,0.46,1,1,1
C034,tamarind leaves  tender ,71.461,5.84,0.176,0.49,10.04,0.17,66.93,2.84,42.1,86.86,465.0,13.43,0.93,1,1,1
D001,ash gourd,17.447,0.79,0.02526,0.14,2.84,0.19,19.39,0.47,0,0.0,372.0,0.77,0.0,1,1,1
